id,Q1,Q2,Q3,Q4,Q5,Q6
abs12298,1,"4,5,7",2,0,0,0
abs00554,0,0,2,0,1,1
abs19961,1,"3,7",1,0,0,0
abs10601,1,"2,3,5,6",2,"13,14,15,18,20,22,26,27,33,34",1,1
abs03772,0,6,1,"16,20,22",0,0
abs14703,1,"5,7",2,0,0,0
abs05122,1,3,2,0,1,1
abs19025,1,7,2,0,1,1
abs04375,0,0,2,0,1,1
abs18288,0,2,2,"3,13,22,27",1,1
abs19400,1,"4,7",2,0,1,1
abs00500,0,"3,5,7",2,0,1,1
abs09933,0,2,2,0,0,0
abs11468,1,"4,6",2,0,0,0
abs05014,0,"2,7",2,0,1,1
abs12680,0,"5,6",2,0,0,0
abs15038,0,6,2,0,0,0
abs00671,0,7,2,33,1,1
abs05075,0,"3,7",2,0,1,1
abs14580,1,"4,5,6",2,0,1,1
abs12207,0,6,2,0,1,1
abs07622,1,"5,6,7",1,0,1,1
abs21541,0,"2,4,7",2,"11,15,22,27",1,1
abs06121,0,"4,5,6",1,0,0,0
abs04103,0,"2,3,6,7",2,"7,17,22",1,1
abs05418,1,"4,5,6",2,0,1,1
abs11603,1,"4,7",2,0,0,0
abs22226,1,"2,3,7",2,"17,22,26,34,37",1,1
abs15799,1,"4,6,7",2,0,1,1
abs21542,0,"6,7",1,0,1,1
abs04561,0,0,0,0,0,0
abs11089,0,"5,6",1,0,1,1
abs09416,0,"0,7",2,0,0,0
abs05146,0,0,2,0,1,1
abs12422,1,"5,6,7",2,0,1,1
abs02359,0,"0,6",1,0,0,0
abs21640,1,"2,3,6,7",2,"12,22,26,33",1,1
abs18291,0,"3,7",2,0,1,1
abs15179,0,"6,7",2,0,1,1
abs06868,1,"1,3,7",2,0,1,1
abs09156,1,"4,5,7",2,0,0,0
abs16039,1,7,2,0,0,0
abs07428,1,"4,5,7",1,0,1,1
abs20204,1,"3,6",2,0,1,1
abs01055,1,"6,7",2,0,1,1
abs21550,0,7,2,0,0,0
abs16845,0,7,2,0,0,0
abs17888,0,"0,6,7",2,0,0,0
abs08172,1,"1,2,6,7",2,24,1,1
abs04176,0,"3,7",1,0,1,1
abs18747,1,"3,6",2,0,1,1
abs02810,0,"4,7",2,0,1,1
abs11448,0,"5,7",2,0,1,1
abs18667,1,3,2,0,1,1
abs21303,0,"4,5,6",2,0,0,0
abs08926,0,0,0,0,0,0
abs18995,1,"6,7",1,0,0,0
abs21601,1,3,1,0,1,1
abs22039,0,0,2,0,1,1
abs15363,1,"4,6",2,0,1,1
abs09455,0,"0,6",0,0,0,0
abs03869,0,"4,6",2,0,0,0
abs14230,0,0,2,0,1,1
abs09694,0,6,0,0,0,0
abs10358,0,0,0,0,0,0
abs05714,1,"6,7",2,0,0,0
abs15170,1,"6,7",2,0,1,1
abs14067,1,2,2,0,1,1
abs05990,1,"4,5,6,7",1,0,1,1
abs10733,1,"4,5,6",2,0,0,0
abs16504,1,6,2,0,0,0
abs21578,1,"5,6",2,0,0,0
abs06889,0,"2,7",2,0,0,0
abs14198,0,"0,6",2,0,1,1
abs16859,1,"4,5,6,7",2,0,0,0
abs08340,1,"5,7",1,0,0,0
abs18686,0,"1,2,3",2,"12,14,15,16,22,26,27,28,30,39",1,1
abs04275,0,0,0,0,0,0
abs04249,0,0,0,0,0,0
abs11541,1,"4,5,6,7",2,0,1,1
abs15673,0,"5,7",1,0,0,0
abs03317,0,0,0,0,0,0
abs15183,1,"6,7",2,0,1,1
abs12258,1,"4,7",2,0,0,0
abs05629,1,7,1,0,1,1
abs07756,1,"5,6,7",1,0,0,0
abs13075,0,"4,5,6,7",2,0,0,0
abs19489,0,"4,6",2,0,1,1
abs08857,0,"4,7",2,0,0,0
abs17786,1,"5,7",1,0,0,0
abs13424,0,"4,6",2,0,1,1
abs05786,1,"4,5,6",2,0,0,0
abs10430,0,"2,3,7",1,0,1,1
abs05549,1,4,2,0,0,0
abs10738,1,"3,4,5,6,7",1,0,1,1
abs10082,1,"2,3,7",1,0,1,1
abs03338,0,"0,6",0,0,0,0
abs12318,0,7,2,0,0,0
abs08238,0,"5,7",2,0,0,0
abs17279,0,2,2,"12,22,26,33",1,1
abs02775,0,7,0,0,0,0
abs01106,0,"3,7",1,0,1,1
abs19188,1,"2,3,6,7",1,"15,22,26,33,39",1,1
abs16999,0,2,2,0,1,1
abs22215,1,"6,7",2,0,1,1
abs05825,1,"6,7",2,0,0,0
abs07438,1,"4,5,6,7",1,0,0,0
abs20751,0,"6,7",2,0,1,1
abs03193,1,"3,6",1,0,1,1
abs08720,1,"4,7",1,0,1,1
abs03947,0,0,2,0,0,0
abs07038,1,2,2,0,1,1
abs15431,1,"4,5,7",2,0,0,0
abs20747,1,"2,3,4,6",2,"13,15,22,26",0,0
abs21368,1,"4,5,6,7",2,0,0,0
abs14670,1,"6,7",2,0,0,0
abs08495,0,"6,7",2,0,0,0
abs18710,1,"4,5,6,7",2,0,1,1
abs20802,1,"3,7",1,0,0,0
abs16528,0,6,2,0,0,0
abs13408,1,"6,7",2,0,0,0
abs07712,1,"4,5,7",1,0,0,0
abs00689,0,"0,6",2,0,1,1
abs04023,0,"5,7",0,0,0,0
abs00650,0,0,2,0,0,0
abs07278,1,"5,6",1,0,0,0
abs14922,0,6,2,0,0,0
abs11482,0,6,0,0,0,0
abs02218,0,"2,7",1,"5,15,22,27,37",0,0
abs03176,0,"3,7",1,0,1,1
abs08259,1,"4,5,6,7",1,0,0,0
abs12588,1,"4,6",2,0,0,0
abs14560,0,"6,7",1,0,0,0
abs19180,0,"4,7",1,0,0,0
abs16794,0,"5,7",2,0,0,0
abs04475,0,"3,7",2,0,0,0
abs03261,1,6,2,0,0,0
abs04391,0,"0,6,7",2,0,0,0
abs19024,1,"4,5,6",2,0,0,0
abs14043,0,2,2,0,1,1
abs03755,1,6,2,0,1,1
abs05767,1,"4,5,6,7",2,0,1,1
abs01810,1,"3,7",2,0,0,0
abs12920,1,"5,6",2,0,0,0
abs06384,1,"6,7,9",2,0,0,0
abs10543,0,"6,7",0,0,1,1
abs17110,0,7,0,0,0,0
abs04415,0,7,0,0,0,0
abs09885,0,"4,6",2,0,1,1
abs16842,0,"2,3,6,7",1,24,0,0
abs08114,1,"4,7",2,0,0,0
abs14547,1,"4,5,6",2,0,1,1
abs17459,1,"3,7",2,0,1,1
abs12984,1,6,2,0,0,0
abs15931,1,"1,2,7",2,"2,3,6,7,8,9,11,13,14,15,18,20,22,24,30,34",1,1
abs06605,0,"6,7",2,0,0,0
abs15695,1,"5,6",1,0,0,0
abs03617,1,2,2,"12,14,22,26,27,33,34",1,1
abs05624,0,"6,7",2,0,1,1
abs07745,1,"6,7",1,0,0,0
abs04684,0,"0,3",2,0,0,0
abs11073,0,7,2,0,0,0
abs00443,0,"0,6,7",0,0,0,0
abs04394,1,3,2,0,0,0
abs13757,0,"2,3,7",1,0,1,1
abs12201,1,"4,5,6,7",2,0,0,0
abs06429,1,2,2,0,1,1
abs03886,1,"5,7",1,0,1,1
abs18935,1,"3,7",1,0,1,1
abs07586,1,"5,6",1,0,0,0
abs21483,0,"4,5",2,0,1,1
abs08173,1,"1,2,3,4,5,6",1,"7,14,18,21,26,27,30,34,35,36,39,40",1,1
abs02766,1,"2,5,7",2,"13,14,19,20,21,24,27,30,36,37",0,0
abs17237,0,"6,7",2,0,1,1
abs19134,0,"5,6,7",2,0,1,1
abs19116,0,6,1,0,0,0
abs16176,1,"4,5,6",2,"13,14,15,18,21,26,27",0,0
abs06917,0,0,0,0,0,0
abs16568,1,"4,7",2,0,0,0
abs18652,1,"4,5,6,7",2,0,1,1
abs10290,1,"1,2,3,4,5,6",2,"15,20,22,27,36",1,1
abs04651,0,"4,5",2,0,1,1
abs19347,1,"4,5,6,7",2,0,0,0
abs09181,1,"4,7",2,0,1,1
abs13221,1,"5,6",1,0,0,0
abs05404,1,"4,7",2,0,1,1
abs17219,0,"3,6",2,0,1,1
abs05717,1,"4,5,6",2,0,0,0
abs08062,1,"1,2,3,4,5,6",2,0,1,1
abs03964,0,"0,5",0,0,0,0
abs18300,1,"1,2,3",2,"11,22",1,1
abs04587,0,"0,6,7",2,0,0,0
abs09398,1,"4,5,6,7",1,0,0,0
abs01451,0,0,1,0,0,0
abs11548,1,"5,7",2,0,1,1
abs01991,0,6,2,0,0,0
abs00216,0,"0,5,6",0,0,0,0
abs02809,0,"6,7",2,0,0,0
abs17436,1,"0,5,7",1,8,0,0
abs07242,1,"4,5,7",1,0,1,1
abs19982,1,"2,3,6",2,0,1,1
abs04953,1,"2,3,6,7",2,"16,27,33",1,1
abs13274,1,"4,7",2,0,0,0
abs06349,1,"4,5,6",2,0,0,0
abs11855,1,"4,7",2,0,0,0
abs12508,0,6,2,0,0,0
abs04175,0,0,2,0,0,0
abs15436,0,"4,5,7",2,0,0,0
abs05197,1,"5,6",2,0,0,0
abs21097,1,"4,5,6,7",2,33,1,1
abs16489,1,"5,6",1,0,0,0
abs17020,0,"2,3,6",2,0,0,0
abs14449,0,"2,3,7",2,0,1,1
abs07769,1,"2,3,5,6",2,"17,18,21,22,27,33,34",1,1
abs17457,0,"0,2,7",2,0,0,0
abs03842,1,3,2,0,1,1
abs20187,1,"4,5,6,7",2,0,0,0
abs21022,0,"4,5,6,7",1,0,0,0
abs05303,1,"4,5,6",1,0,1,1
abs04255,0,"0,3,6",0,0,0,0
abs11450,0,4,0,0,1,1
abs02119,0,"0,6",2,0,0,0
abs01439,0,0,2,0,1,1
abs12453,1,"5,6,7",2,0,0,0
abs12511,1,"4,5,6,7",2,0,1,1
abs03129,0,"0,7",1,0,1,1
abs06414,1,"4,5,6,7",2,0,1,1
abs15622,0,"4,6",2,0,0,0
abs18916,1,"1,3,6,7",2,"15,16,21,26,27",1,1
abs16417,0,"4,5,6",1,0,0,0
abs16522,1,"4,6,7",1,0,1,1
abs11466,1,"4,6,7",2,0,0,0
abs07473,1,"4,5,6,7",1,0,0,0
abs02227,0,"2,3,7",2,"13,14,15,18,22,24,27,34",1,1
abs19359,1,"3,7",2,0,0,0
abs13491,1,"4,7",2,0,1,1
abs21572,0,"0,6,7",0,0,0,0
abs14643,0,"4,7",2,0,1,1
abs13790,0,"2,3,7",2,"2,4,9,14,17,22,27,36,39,40",0,0
abs06175,1,"3,7",2,0,1,1
abs02437,0,"3,6",1,0,0,0
abs03173,1,"2,3,6,7",2,"13,14,15,16,21,26,27,28",1,1
abs05051,0,"3,7",2,"16,22",1,1
abs03422,1,"6,7",2,0,1,1
abs20760,0,"0,2",1,0,1,1
abs12664,0,"2,7",0,0,1,1
abs21951,0,"1,2,7",2,"3,13,22,27",1,1
abs17802,0,0,2,0,1,1
abs07237,1,"4,5,7",1,0,1,1
abs01619,0,0,2,"3,13,18,20,22,26,27,33,40",1,1
abs00258,0,0,2,0,1,1
abs05282,0,0,2,0,1,1
abs10367,1,"2,3,7",2,0,1,1
abs09482,0,6,2,0,1,1
abs13551,1,"4,5,6",1,0,0,0
abs06754,0,0,2,0,1,1
abs19131,0,7,2,0,0,0
abs03088,0,0,2,0,0,0
abs02402,0,0,0,0,0,0
abs15149,1,"4,7",2,0,0,0
abs14951,1,"4,5",2,0,0,0
abs15835,1,"4,6,7",2,0,0,0
abs20066,1,"4,7",2,0,1,1
abs03401,0,0,0,0,0,0
abs19648,1,"4,6",2,0,0,0
abs18117,0,4,2,0,0,0
abs15328,1,"1,2,3,4,5,6",2,"2,4,9,14,15,18,20,22,26,27,32,33,35,36,39,40",1,1
abs14993,1,"4,5,6",2,0,0,0
abs11813,0,"4,5,6",1,0,0,0
abs15142,1,"1,2,4,5,6",2,0,1,1
abs10528,0,0,0,0,1,1
abs16895,0,"0,6,7",0,0,0,0
abs03275,0,"0,2,7",0,0,0,0
abs02792,0,"5,7",1,26,0,0
abs15672,1,3,2,0,0,0
abs07033,1,2,2,0,1,1
abs12121,1,"5,7",1,0,1,1
abs12220,1,"5,7",1,0,1,1
abs16629,1,"4,5,6,7",2,0,0,0
abs07476,1,"4,5,6",2,0,0,0
abs09136,0,"5,6",2,0,0,0
abs03378,0,"5,7",2,0,1,1
abs18824,0,4,1,0,0,0
abs11506,0,"5,6",2,0,1,1
abs10231,0,6,2,0,0,0
abs11618,1,"4,5,6,7",2,"14,22,24,26,27,28,33,35,36,37,39,40",1,1
abs03377,0,0,0,0,0,0
abs12926,0,6,2,0,0,0
abs20852,1,"3,7",2,0,0,0
abs15205,0,"4,5,6,7",1,0,0,0
abs12974,1,4,2,0,1,1
abs13593,0,"0,6",0,0,0,0
abs00157,0,"2,3,7",2,23,0,0
abs10806,0,"4,7",2,"17,20",0,0
abs18992,1,"3,7",1,0,1,1
abs19859,0,6,2,0,1,1
abs07115,1,"4,5,6,7",2,0,0,0
abs07951,1,"6,7",2,0,1,1
abs01945,0,0,0,0,0,0
abs21773,1,"2,7",2,0,1,1
abs07617,0,"5,6",1,0,1,1
abs03230,0,"0,6,7",2,0,0,0
abs11001,1,"4,5,6,7",2,0,0,0
abs20023,1,"4,7",2,0,0,0
abs12191,0,"0,6",0,0,0,0
abs10056,1,"2,7",2,0,1,1
abs06786,1,"3,4,5,6,7,13",2,0,1,1
abs15131,0,"4,6",2,0,0,0
abs06820,1,"1,2,7",2,"11,22,26,27",1,1
abs12426,0,"4,6",2,0,0,0
abs15769,1,"6,7",1,0,0,0
abs14323,0,0,0,0,0,0
abs02445,0,"3,6",1,0,1,1
abs18794,1,"1,2,3,4,5,6,7",2,26,0,0
abs17152,0,"0,3",2,0,1,1
abs16979,0,"6,7",0,0,1,1
abs11768,1,"5,7",1,0,0,0
abs09790,0,"5,6",1,0,0,0
abs03170,0,"2,3",0,24,0,0
abs17532,0,"2,3,7",2,"12,32",1,1
abs09045,1,"5,6",2,0,0,0
abs17643,1,"3,7",1,0,1,1
abs15209,1,"6,7",2,0,0,0
abs10623,1,"2,3,6",2,"11,17,22,27,36,37",1,1
abs04737,1,6,2,0,1,1
abs00198,0,"0,5",2,0,0,0
abs04067,0,6,2,0,0,0
abs03440,0,"2,3,4,5,6",2,"13,14,15,16,18,22,26,27,33,35",1,1
abs11777,1,"0,5,7",1,0,0,0
abs03266,0,0,2,0,0,0
abs19048,1,"1,2,3,6",2,"14,15,22,26,35,40",1,1
abs02420,0,0,0,0,0,0
abs01383,1,"2,3,6",2,0,1,1
abs11521,0,"0,2,6,7",2,0,0,0
abs21348,1,"4,5,6",2,0,1,1
abs04624,1,"1,2,3,6",2,"14,15,22,24",1,1
abs02733,0,6,0,0,0,0
abs03614,0,6,2,0,1,1
abs08590,1,"4,5,6",2,0,1,1
abs17038,0,0,0,0,0,0
abs09807,1,7,1,0,0,0
abs01076,0,"1,2,3,6,7",2,"7,17,22,26,27,30",1,1
abs17765,0,"2,3,6,7",1,"12,14,15,16,22,26,27,28",1,1
abs04558,0,0,2,0,1,1
abs13761,1,"6,7",2,0,1,1
abs06688,1,"2,3,7",2,0,1,1
abs14856,1,"4,5,6,7",2,0,0,0
abs21528,0,7,2,"3,13,21,24,26,27,30,39",1,1
abs11576,1,"1,2,4,5,6",2,0,1,1
abs08178,0,4,2,0,0,0
abs03346,1,"3,7",1,21,0,0
abs21317,1,"4,6,7",2,0,0,0
abs21354,0,"0,6",2,0,0,0
abs14520,0,"4,7",2,0,1,1
abs14263,1,"6,7",2,0,0,0
abs12648,1,"4,5,6,7",1,0,0,0
abs08519,0,"0,6",2,0,0,0
abs00035,0,"3,5,6",1,0,1,1
abs14334,0,0,2,0,1,1
abs02579,0,6,2,0,0,0
abs19202,1,"1,2,3",2,"7,17,22,29,30,34,35,36",1,1
abs06450,0,"2,3,7",1,"16,20,26,33,35,36",1,1
abs03359,0,"6,7",1,0,0,0
abs01411,0,"2,3,7",2,0,1,1
abs21880,1,"5,7",1,0,1,1
abs05023,0,3,1,0,1,1
abs10007,0,"0,3,5,6",2,0,1,1
abs20397,1,"3,7",2,0,1,1
abs22071,1,"2,3,5,6",2,"13,14,15,16,21,26,27,28,33,35",1,1
abs00036,1,"4,7",2,"13,15,16,17,22,26,27,30,34",1,1
abs21374,1,"4,7",1,0,1,1
abs01997,0,"6,7",2,0,1,1
abs11778,1,"4,6",2,0,0,0
abs17178,0,"3,6",2,0,1,1
abs04278,1,"6,7",2,0,0,0
abs07241,1,"4,5,6",2,0,0,0
abs18872,1,"3,7",2,0,1,1
abs15711,1,6,2,0,0,0
abs21162,1,"6,7",2,0,1,1
abs02611,0,"6,7",2,0,0,0
abs17997,1,"5,6",2,0,1,1
abs17086,0,2,0,0,0,0
abs11069,1,"4,6",1,0,0,0
abs12423,1,"4,6",2,0,0,0
abs17222,1,"1,2,3,4,5,6",2,"9,20,22,27,34",0,0
abs20543,1,"3,7",2,0,1,1
abs08773,1,"4,7",2,0,0,0
abs19446,1,"5,7",2,"13,15,22,27,33,34",1,1
abs11955,0,"0,6",2,0,0,0
abs14754,1,"4,7",2,0,0,0
abs09421,0,"0,2,6",2,0,0,0
abs08952,1,"4,5,6,7",1,0,0,0
abs19863,1,"3,7",2,0,1,1
abs15696,0,"4,7",2,0,1,1
abs10694,0,"1,2,3,6",2,"13,14,17,20,22,26,27,33,34",1,1
abs15245,0,"4,6",2,0,0,0
abs07895,1,"4,5,6",1,0,1,1
abs14085,0,6,2,0,1,1
abs07474,1,"5,6",1,0,1,1
abs15403,1,"5,6,7",2,0,0,0
abs19152,0,3,2,0,1,1
abs12991,1,"1,2,3,4,5,6",2,"7,22,27",0,0
abs02150,0,"0,6",2,0,0,0
abs21830,0,2,0,"16,20,27",0,0
abs19483,1,3,2,0,1,1
abs08149,1,7,2,0,0,0
abs09374,0,"0,6",0,0,0,0
abs02286,0,"2,3,7",2,9,0,0
abs00709,0,3,2,0,1,1
abs20933,0,2,2,0,0,0
abs07684,0,"5,7",1,0,0,0
abs12660,1,"3,7",2,0,1,1
abs12058,1,6,2,0,0,0
abs01873,0,7,2,0,1,1
abs08071,0,"0,3,6",2,0,1,1
abs07403,1,"6,7",2,0,0,0
abs09106,1,"4,7",2,0,0,0
abs22063,1,"1,2,3,6",2,"7,17,22,26,27,30,31,36,39",1,1
abs04462,1,"5,7",2,0,0,0
abs01158,0,4,2,0,1,1
abs09724,1,"5,6",1,0,0,0
abs01219,0,"1,2,3,6",2,"7,22",1,1
abs03415,0,0,0,0,0,0
abs18867,1,"3,4,5,6,7",1,0,0,0
abs04876,1,3,2,0,0,0
abs18282,0,0,2,0,0,0
abs18292,0,"2,7",2,"3,13,24,27",1,1
abs10863,0,"6,7",2,0,0,0
abs12100,0,"4,5,6",2,0,0,0
abs11978,0,"6,7",2,"3,13,18,20,33",1,1
abs08861,1,"4,5,6,7",2,0,1,1
abs16645,1,"5,6",1,0,0,0
abs17468,0,"0,2,7",0,0,0,0
abs07766,0,"5,6",1,0,0,0
abs08783,0,"4,6,7",2,0,1,1
abs10902,1,"3,4,5,6",1,"14,15,22,26,33",1,1
abs19950,1,"3,7",2,0,1,1
abs22216,1,"2,7",2,0,1,1
abs21027,1,"5,6",1,0,1,1
abs10572,1,"2,7",2,"14,22,27",1,1
abs18538,0,0,2,0,1,1
abs12861,0,"4,5,6",1,0,0,0
abs13395,1,"0,5,6,7",1,0,1,1
abs02281,0,"0,6",2,0,0,0
abs01685,1,3,1,0,1,1
abs18309,0,0,0,0,1,1
abs09972,0,2,2,"14,15,22,24,27,33,34",0,0
abs16348,0,"0,6",0,0,0,0
abs13280,1,"4,5,6",1,0,0,0
abs03879,0,"2,3,6,7",1,"15,20,27,34",0,0
abs01634,0,"2,3",2,"0,1,2,3,6,8,9,14,15",1,1
abs16181,1,"0,7",1,0,0,0
abs18251,1,"4,6,7",2,0,1,1
abs20094,0,"0,7",2,0,0,0
abs08788,1,"4,7",2,0,1,1
abs04338,0,"0,2,7",0,0,0,0
abs06521,0,"1,2,3",2,"13,15,16,17,22,26,27",1,1
abs14678,0,"2,4,7",2,0,0,0
abs02591,0,"0,2,6",2,0,0,0
abs19164,1,"3,7",2,0,1,1
abs11766,0,"0,6,7",2,0,0,0
abs01998,0,"0,3,6",0,0,1,1
abs09290,1,"4,5,6,7",2,0,1,1
abs17787,0,0,2,0,1,1
abs16461,0,"4,7",2,"8,18,21,26,27",1,1
abs11294,1,"4,5,6",2,0,0,0
abs02328,1,"3,7",2,0,1,1
abs12028,1,"4,5,7",2,0,0,0
abs01128,0,0,2,0,1,1
abs09034,1,"4,5,6,7",2,0,0,0
abs06083,1,"4,5,6",2,0,1,1
abs16503,1,"5,6,7",2,0,0,0
abs03624,0,0,2,0,0,0
abs15731,0,6,2,0,0,0
abs05690,1,"3,4,5,6",2,0,1,1
abs16476,0,"5,6",1,0,0,0
abs06849,1,"1,2,7",2,0,1,1
abs19248,0,"6,7",2,0,1,1
abs03736,0,"0,2,3,5,6,7",1,"3,13,18,20",0,0
abs02231,0,"0,3,6",2,0,1,1
abs06111,1,"5,7",2,0,0,0
abs06946,1,"5,6",2,0,1,1
abs17257,0,0,2,0,0,0
abs05368,1,"3,4,5,6,7",1,0,1,1
abs18664,1,"3,7",2,0,1,1
abs06255,1,"4,5,7",1,0,0,0
abs01943,1,"3,6",2,0,1,1
abs19475,1,"1,2,3,4,5,6,7",2,"20,22,24",0,0
abs04443,0,7,2,0,1,1
abs08242,0,"4,5,6",2,0,1,1
abs13287,0,"0,6,7",2,0,0,0
abs13724,0,"1,3,4,6",2,"3,13,21,34",1,1
abs17341,0,"0,6",2,"0,14,16,18,22,26,28,33,35,37",0,0
abs18092,0,0,0,0,0,0
abs16191,1,4,2,0,0,0
abs09497,0,"0,6,7",2,0,0,0
abs15020,0,"0,6",2,0,0,0
abs07791,1,"4,5,6,7",2,0,1,1
abs09464,0,"4,5,6",2,0,0,0
abs17080,0,"0,2,7",2,0,0,0
abs07159,1,"5,6,7",1,0,0,0
abs06109,1,"3,4,5,6",2,0,1,1
abs02410,0,"0,6,7",2,0,0,0
abs08999,1,"5,7",1,0,1,1
abs18688,1,"3,7",2,0,1,1
abs07726,1,"4,5,6,7",2,0,0,0
abs01428,0,7,1,0,1,1
abs14369,0,0,2,0,1,1
abs20907,1,"2,3,6,7",2,"16,26,34",1,1
abs10805,1,"5,6",1,0,0,0
abs21756,1,"2,3,6,7",2,0,0,0
abs03830,0,6,0,0,1,1
abs17250,0,0,0,0,0,0
abs02577,0,"2,3,7",2,0,0,0
abs21552,0,"3,7",2,0,1,1
abs12379,1,"4,5,7",2,0,1,1
abs18744,1,"2,3,6,7",2,0,1,1
abs19517,1,"4,7",2,0,0,0
abs07526,0,4,2,0,0,0
abs03895,0,2,2,"13,15,22,27,33,36",1,1
abs05339,1,"4,5,6,7",2,0,0,0
abs00189,0,"6,7",2,0,0,0
abs21663,1,"5,6",2,0,1,1
abs05148,0,6,2,0,0,0
abs22080,1,"2,3,6",1,0,1,1
abs09121,0,"0,6,7",2,0,0,0
abs09834,1,"4,5,6",2,0,0,0
abs05172,1,3,2,0,1,1
abs10692,0,0,2,0,1,1
abs03694,0,"3,7",2,0,1,1
abs06996,1,"5,6,7",2,0,1,1
abs14885,0,"0,5,6",2,0,0,0
abs05147,0,"0,7",2,0,1,1
abs07110,1,"3,7",2,0,0,0
abs16073,1,"3,6",2,0,1,1
abs13612,1,7,1,0,0,0
abs10569,1,"2,3,7",2,0,1,1
abs19525,0,6,2,0,0,0
abs06736,0,"2,3,6",2,0,1,1
abs17827,0,"4,5,6",2,0,0,0
abs05294,1,"6,7",2,0,0,0
abs20883,1,"6,7",1,0,1,1
abs11985,0,7,0,0,0,0
abs05575,0,6,2,0,0,0
abs02461,0,0,0,0,0,0
abs05399,1,"5,6",2,0,1,1
abs17696,1,"2,3,7",2,"3,13,22,26,27",1,1
abs16847,0,"0,6,7",0,0,0,0
abs19705,1,"6,7",1,"14,15,22,27,33,34",0,0
abs01432,0,"3,6",2,0,1,1
abs04816,0,"0,2,6,7",0,0,0,0
abs13918,0,"0,6",2,0,1,1
abs06097,1,"5,6,7",1,0,0,0
abs14839,1,"1,2,5,7",1,"13,14,18,20,21,26,27,28,33,36,37",1,1
abs20049,0,"0,5",0,0,0,0
abs09780,1,"4,7",2,0,0,0
abs10175,1,"2,3,6,7",2,"16,22,26,27,28,30,31,36,37,39",1,1
abs02824,0,"3,7",2,0,1,1
abs08528,1,7,2,0,1,1
abs21573,0,"6,7",2,0,0,0
abs05355,1,"5,6",2,0,0,0
abs05732,1,"4,6",2,0,0,0
abs12140,1,"4,5,6,7",2,0,0,0
abs10643,0,0,2,0,0,0
abs01528,1,"1,2,3,6,7",2,"14,15,16,22,24,26,27,28",1,1
abs05086,0,"2,3,4,5,6",2,"16,21,26,33,40",1,1
abs14329,0,"0,2,3,5,6",2,0,1,1
abs16531,0,0,0,0,0,0
abs16378,0,"4,6",2,0,1,1
abs03993,0,"6,7",2,0,1,1
abs17550,0,2,2,"12,15,22,33",1,1
abs15048,0,"5,6",2,0,1,1
abs06390,1,"4,5,6,7",2,0,0,0
abs08066,1,"3,7",2,0,0,0
abs01807,0,6,1,0,0,0
abs01094,0,0,0,0,0,0
abs06310,1,"4,5,6",1,0,1,1
abs11620,1,"4,5,6,7",2,0,0,0
abs09982,0,7,2,0,0,0
abs08310,0,6,2,0,0,0
abs11203,1,"0,7",2,"0,17,26,28,33,35,36,39,42",0,0
abs16872,0,"4,6",2,0,0,0
abs01353,0,2,1,"13,15,16,21,26,27",1,1
abs15957,1,"4,5,6,7",0,0,0,0
abs18471,0,"3,6",2,0,1,1
abs15857,1,"4,5,6",2,"13,15,22,27,36",0,0
abs04180,0,"0,6",0,0,0,0
abs08400,1,"4,5,6,7",2,0,1,1
abs14491,1,"6,7",2,0,0,0
abs06981,1,"1,3,7",1,0,1,1
abs11451,0,"5,7",1,0,1,1
abs04388,0,"1,2,3",2,"7,17,22",1,1
abs12611,1,"5,6",2,0,0,0
abs18152,0,7,0,33,0,0
abs09344,1,"3,4,6",2,0,0,0
abs17421,1,7,2,0,0,0
abs00499,0,"5,6",2,0,1,1
abs21923,1,"2,3,6",2,"13,14,17,22,26,33,34",1,1
abs11931,1,"4,5,6",2,0,0,0
abs08677,1,"1,2,5,6",2,"13,18,21,22,26,27",1,1
abs14713,1,"5,6",1,0,0,0
abs13807,0,2,2,"14,15,22,24",0,0
abs01124,0,"1,2,3,6,7",2,"14,15,18,20,22,26,27,28,30,33,34",1,1
abs08829,1,"3,4,5,6,7",2,0,1,1
abs09030,0,0,2,0,0,0
abs19789,0,0,0,0,0,0
abs09449,1,"6,7",2,0,0,0
abs04924,0,"1,2,3,4",2,"17,18,21,26,27",0,0
abs13257,1,"4,5,6",2,0,0,0
abs15687,1,"5,6",2,0,0,0
abs03819,0,"0,6,7",2,0,1,1
abs18360,1,"3,7",1,0,0,0
abs08676,1,"4,5,6",2,0,1,1
abs20149,0,7,2,0,1,1
abs19873,1,"1,2,3,6",2,"14,22,24,34",1,1
abs00894,0,"5,6",1,0,1,1
abs19532,1,"1,2,3,7",2,"12,14,15,16,22,26,27,28,30,34,35,36",1,1
abs15413,1,"5,6",1,0,0,0
abs12351,1,"4,5,6,7",1,0,0,0
abs17544,0,"6,7",2,0,0,0
abs20762,0,7,1,0,0,0
abs19665,1,"5,7",2,0,1,1
abs05843,1,"4,7",2,0,1,1
abs00727,1,"3,7",1,0,1,1
abs16741,1,"6,7",2,0,0,0
abs22261,1,"1,2,7",2,"7,17,22,27,36",1,1
abs02855,0,0,2,0,0,0
abs07626,1,"4,5,6,7",1,0,1,1
abs07478,1,"4,5,6,7",1,0,0,0
abs06351,1,"5,6",2,0,0,0
abs16945,0,"4,5,6,7",1,0,0,0
abs13418,0,"0,6",2,0,0,0
abs15982,0,"0,6",2,0,0,0
abs18769,0,"4,5",2,0,0,0
abs10066,0,0,2,0,0,0
